PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"42266235","The photoreceptive and neuroendocrine pineal organ of Atlantic salmon","Horne C, Helvik JV, Karlsen R, Denker E, Eilertsen M.","Front Physiol. 2026 May 25;17:1778109. doi: 10.3389/fphys.2026.1778109. eCollection 2026.","Horne C","Front Physiol","2026","2026/06/10","PMC13243063","","10.3389/fphys.2026.1778109"
"40370349","Zebra Risk Perception in a Landscape of Fear","Chen Y, Blumstein DT, Boyle DM, Bartolotta N, Brown J, Kissui B, Waltert M, Kiffner C.","Ecol Evol. 2025 May 14;15(5):e71275. doi: 10.1002/ece3.71275. eCollection 2025 May.","Chen Y","Ecol Evol","2025","2025/05/15","PMC12077961","","10.1002/ece3.71275"
"37366786","Physical Exercise Decreases Endoplasmic Reticulum Stress in Central and Peripheral Tissues of Rodents: A Systematic Review","de Sousa Fernandes MS, Badicu G, Santos GCJ, Filgueira TO, Henrique RDS, de Souza RF, Aidar FJ, Souto FO, Brum PC, Lagranha CJ.","Eur J Investig Health Psychol Educ. 2023 Jun 19;13(6):1082-1096. doi: 10.3390/ejihpe13060082.","de Sousa Fernandes MS","Eur J Investig Health Psychol Educ","2023","2023/06/27","PMC10297180","","10.3390/ejihpe13060082"
"41514797","The Fenestras Elisabeth Complex (Nova Structura) in the Parietal Bone of Plecotus auritus: Morphology, Topography, and Functional Significance","Kłys G, Socha P.","Animals (Basel). 2025 Dec 30;16(1):109. doi: 10.3390/ani16010109.","Kłys G","Animals (Basel)","2025","2026/01/10","PMC12784755","","10.3390/ani16010109"
"24162468","Anatomical entity mention recognition at literature scale","Pyysalo S, Ananiadou S.","Bioinformatics. 2014 Mar 15;30(6):868-75. doi: 10.1093/bioinformatics/btt580. Epub 2013 Oct 25.","Pyysalo S","Bioinformatics","2014","2013/10/29","PMC3957068","","10.1093/bioinformatics/btt580"
"38346301","Arteriovenous malformation presenting as complex regional pain syndrome: illustrative case","Sloane DC, Luy DD, Mallik AK, Serrone JC, Anderson DE.","J Neurosurg Case Lessons. 2024 Feb 12;7(7):CASE23576. doi: 10.3171/CASE23576. Print 2024 Feb 12.","Sloane DC","J Neurosurg Case Lessons","2024","2024/02/12","PMC10865464","","10.3171/CASE23576"
"34829735","Over-Dose Lithium Toxicity as an Occlusive-like Syndrome in Rats and Gastric Pentadecapeptide BPC 157","Strbe S, Gojkovic S, Krezic I, Zizek H, Vranes H, Barisic I, Strinic D, Orct T, Vukojevic J, Ilic S, Lovric E, Muzinic D, Kolenc D, Filipčić I, Zoricic Z, Marcinko D, Boban Blagaic A, Skrtic A, Seiwerth S, Sikiric P.","Biomedicines. 2021 Oct 20;9(11):1506. doi: 10.3390/biomedicines9111506.","Strbe S","Biomedicines","2021","2021/11/27","PMC8615292","","10.3390/biomedicines9111506"
"39184565","T2-fluid attenuated inversion recovery fat-suppressed mismatch in the identification and characterization of lesions related to radiologically isolated syndrome","Okuda DT, Lebrun-Frenay C.","BJR Case Rep. 2024 Aug 13;10(4):uaae028. doi: 10.1093/bjrcr/uaae028. eCollection 2024 Jul.","Okuda DT","BJR Case Rep","2024","2024/08/26","PMC11344588","","10.1093/bjrcr/uaae028"
"42266214","Pathophysiology, diagnosis, and management of discogenic low back pain: a phenotype-driven precision framework for surgical and interventional decision-making","Feng Y, Li Y, Sa Z, Bai Z, Mao F, Yu J.","Front Surg. 2026 May 25;13:1787353. doi: 10.3389/fsurg.2026.1787353. eCollection 2026.","Feng Y","Front Surg","2026","2026/06/10","PMC13243218","","10.3389/fsurg.2026.1787353"
"39376381","Electrophysiological Characteristics in Pediatric Cochlear Implantation","Panah N, Brazin A, Ebrahimi Shahmabadi H.","Indian J Otolaryngol Head Neck Surg. 2024 Oct;76(5):4962-4973. doi: 10.1007/s12070-024-04806-5. Epub 2024 Jun 17.","Panah N","Indian J Otolaryngol Head Neck Surg","2024","2024/10/08","PMC11456142","","10.1007/s12070-024-04806-5"
"38090036","Overview of malignant central airway obstruction","Powers RE, Schwalk AJ.","Mediastinum. 2023 Jul 11;7:32. doi: 10.21037/med-22-44. eCollection 2023.","Powers RE","Mediastinum","2023","2023/12/13","PMC10713238","","10.21037/med-22-44"
"31402970","The Use of Tooth Derived Bone Graft Materials in Sinus Augmentation Procedures: a Systematic Review","Shavit E, Shavit I, Pinchasov D, Shavit D, Pinchasov G, Juodzbalys G.","J Oral Maxillofac Res. 2019 Jun 30;10(2):e1. doi: 10.5037/jomr.2019.10201. eCollection 2019 Apr-Jun.","Shavit E","J Oral Maxillofac Res","2019","2019/08/13","PMC6683389","","10.5037/jomr.2019.10201"
"","Response to COVID-19 Vaccines in Patients Receiving Intensified Post-ASCT Therapy with Daratumumab, Lenalidomide, Bortezomib (Dara-VR) Due to Ultra-High Risk (UHiR) Newly Diagnosed Myeloma (NDMM) or Primary Plasma Cell Leukemia (pPCL): Exploratory Analysis of the UK Optimum/Muknine Trial","Jenner MW, Hall A, Faustini SE, Pitchford A, de Tute RM, Roberts S, Ingleson E, Bowles KM, Garg M, Lokare A, Messiou C, Jackson G, Pratt G, Cook G, Owen RG, Brown SR, Drayson MT, Kaiser MF.","Blood. 2021 Nov 23;138:2699. doi: 10.1182/blood-2021-149268. Epub 2021 Dec 24.","Jenner MW","Blood","2021","","PMC8701702","","10.1182/blood-2021-149268"
"32287381","Spatial organization and activity patterns of the masked palm civet (Paguma larvata) in central-south China","Zhou Y, Newman C, Palomares F, Zhang S, Xie Z, Macdonald DW.","J Mammal. 2014 Jun 26;95(3):534-542. doi: 10.1644/13-MAMM-A-185.","Zhou Y","J Mammal","2014","2020/04/15","PMC7107440","","10.1644/13-MAMM-A-185"
"36853503","Efficacy and Safety of Fenfluramine in Epilepsy: A Systematic Review and Meta-analysis","Tabaee Damavandi P, Fabin N, Giossi R, Matricardi S, Del Giovane C, Striano P, Meletti S, Brigo F, Trinka E, Lattanzi S.","Neurol Ther. 2023 Apr;12(2):669-686. doi: 10.1007/s40120-023-00452-1. Epub 2023 Feb 28.","Tabaee Damavandi P","Neurol Ther","2023","2023/02/28","PMC10043095","","10.1007/s40120-023-00452-1"
"38179582","Sensorimotor Dysfunction Following Anterior Cruciate Ligament Reconstruction- an Afferent Perspective: A Scoping Review","Vitharana TN, King E, Moran K.","Int J Sports Phys Ther. 2024 Jan 1;19(1):1410-1437. doi: 10.26603/001c.90862. eCollection 2024.","Vitharana TN","Int J Sports Phys Ther","2024","2024/01/05","PMC10761632","","10.26603/001c.90862"
"41835742","The Effect of Vagus Nerve Stimulation on Pain Severity Scores in Patients With Chronic Musculoskeletal Pain Syndrome: A Meta-Analysis","Buchman ZJ, Lorea JC, Oar DP, DiSilvestro D, Jay LF, Lazo CR, Clark M.","Cureus. 2026 Feb 9;18(2):e103313. doi: 10.7759/cureus.103313. eCollection 2026 Feb.","Buchman ZJ","Cureus","2026","2026/03/16","PMC12981610","","10.7759/cureus.103313"
"32909458","Location Distribution of 2,087 Osteochondral Lesions of the Talus","van Diepen PR, Dahmen J, Altink JN, Stufkens SAS, Kerkhoffs GMMJ.","Cartilage. 2021 Dec;13(1_suppl):1344S-1353S. doi: 10.1177/1947603520954510. Epub 2020 Sep 10.","van Diepen PR","Cartilage","2021","2020/09/10","PMC8808869","","10.1177/1947603520954510"
"35747615","Effect of Biofeedback Corrective Exercise on Reaction Time and Central Somatosensory Conduction Time in Patients With Forward Head Posture and Radiculopathy: A Randomized Controlled Study","Mohamed AA, Jan YK, Raoof NA, Kattabei O, Moustafa I, Hosny H.","J Chiropr Med. 2022 Mar;21(1):39-50. doi: 10.1016/j.jcm.2022.01.001. Epub 2022 Mar 16.","Mohamed AA","J Chiropr Med","2022","2022/06/24","PMC9209816","","10.1016/j.jcm.2022.01.001"
"40060327","Effects of Central Administration of Opioid Peptides, Vasotocin, Mesotocin, and Corticotrophin-Releasing Factor on Water Intake in Chicks","Zhang Y, Murata K, Takegaki J, Saneyasu T, Honda K.","J Poult Sci. 2025 Mar 7;62:2025011. doi: 10.2141/jpsa.2025011. eCollection 2025.","Zhang Y","J Poult Sci","2025","2025/03/10","PMC11879654","","10.2141/jpsa.2025011"
"35562839","Do social relationships mediate or moderate social inequalities in health? A systematic review protocol","Khaliq N, McMunn A, Machuca-Vargas C, Heilmann A.","Syst Rev. 2022 May 14;11(1):91. doi: 10.1186/s13643-022-01973-w.","Khaliq N","Syst Rev","2022","2022/05/13","PMC9107128","","10.1186/s13643-022-01973-w"
"36336687","Iatrogenic Kaposi sarcoma of the small bowel in Crohn's disease following short-term use of immunomodulators: a case report and review of the literature","Wu PJ, Sun CS, Kuo HT, Sheu MJ, Lin CY, Wang SH, Yang CC, Chen CH, Chuang SS, Feng IC.","J Med Case Rep. 2022 Nov 7;16(1):424. doi: 10.1186/s13256-022-03637-8.","Wu PJ","J Med Case Rep","2022","2022/11/06","PMC9639291","","10.1186/s13256-022-03637-8"
"38884940","Association of cardiovascular events with central systolic blood pressure: A systemic review and meta-analysis","Li K, Gao L, Jiang Y, Jia J, Li J, Fan F, Zhang Y, Huo Y.","J Clin Hypertens (Greenwich). 2024 Jul;26(7):747-756. doi: 10.1111/jch.14853. Epub 2024 Jun 17.","Li K","J Clin Hypertens (Greenwich)","2024","2024/06/17","PMC11232452","","10.1111/jch.14853"
"40940434","Identifying the known and unknown health hazard information for chemical disasters: a phased scoping review of the East Palestine, Ohio train derailment","Lunn RM, Clemons M, Blain R, Mahabir S, Mehta SS, Rooney AA, Singh A, Smith-Roe S, Taylor KW, Tracy W, Zarco M, Fenton SE.","J Expo Sci Environ Epidemiol. 2025 Nov;35(6):888-906. doi: 10.1038/s41370-025-00803-0. Epub 2025 Sep 12.","Lunn RM","J Expo Sci Environ Epidemiol","2025","2025/09/12","PMC12583197","","10.1038/s41370-025-00803-0"
"40542003","Effect of column and pile configuration and dimension on shear performance of reinforced concrete pile caps","Fayed S, Badawi M, Basha A, Ghalla M, Iskander Y, Yehia SA.","Sci Rep. 2025 Jun 20;15(1):20154. doi: 10.1038/s41598-025-05303-7.","Fayed S","Sci Rep","2025","2025/06/20","PMC12181385","","10.1038/s41598-025-05303-7"
"35866096","Family Planning in the Republic of Tajikistan: A narrative review from Soviet times to 2017","Henry E, Juraqulova ZH.","Cent Asian J Glob Health. 2020 Mar 31;9(1):e404. doi: 10.5195/cajgh.2020.404. eCollection 2020.","Henry E","Cent Asian J Glob Health","2020","2022/07/22","PMC9295864","","10.5195/cajgh.2020.404"
"42122788","High Terpene Production in Myrtaceae: Evolutionary Insights from Terpene Pathway Genes","Chen X, Chen JG, Tuskan GA, Chen F.","Plants (Basel). 2026 Apr 22;15(9):1293. doi: 10.3390/plants15091293.","Chen X","Plants (Basel)","2026","2026/05/13","PMC13164918","","10.3390/plants15091293"
"41598768","Optimizing Lymph Node Staging in Non-Small Cell Lung Cancer Surgery: Evidence, Guidelines, and Quality Improvement Strategies","Magouliotis DE, Androutsopoulou V, Cioffi U, Minervini F, Sicouri N, Xanthopoulos A, Scarci M.","J Clin Med. 2026 Jan 20;15(2):831. doi: 10.3390/jcm15020831.","Magouliotis DE","J Clin Med","2026","2026/01/28","PMC12842253","","10.3390/jcm15020831"
"39374213","Determinants of COVID-19 vaccine acceptance and hesitancy among adolescents and youths aged 10-35 years in sub-Saharan African countries: A systematic review and meta-analysis","Mwiinde AM, Kaonga P, Jacobs C, Zulu JM, Fwemba I.","PLoS One. 2024 Oct 7;19(10):e0310827. doi: 10.1371/journal.pone.0310827. eCollection 2024.","Mwiinde AM","PLoS One","2024","2024/10/07","PMC11458002","","10.1371/journal.pone.0310827"
"37568966","Cutaneous Metastasis of Endometrial Cancer and Long-Term Survival: A Scoping Review and Our Experience","Nienhaus A, Rajakulendran R, Bernad E.","Diagnostics (Basel). 2023 Aug 4;13(15):2603. doi: 10.3390/diagnostics13152603.","Nienhaus A","Diagnostics (Basel)","2023","2023/08/12","PMC10417626","","10.3390/diagnostics13152603"
"38962948","Influence of the Bis-Carbene Ligand on Manganese Catalysts for CO(2) Electroreduction","Richter ML, Peris E, Gonell S.","ChemSusChem. 2024 Dec 20;17(24):e202401007. doi: 10.1002/cssc.202401007. Epub 2024 Sep 2.","Richter ML","ChemSusChem","2024","2024/07/04","PMC11660741","","10.1002/cssc.202401007"
"38173271","Spin-Crossing in the (Z)-Selective Alkyne Semihydrogenation Mechanism Catalyzed by Mo(3)S(4) Clusters: A Density Functional Theory Exploration","Gutiérrez-Blanco M, Algarra AG, Guillamón E, Fernández-Trujillo MJ, Oliva M, Basallote MG, Llusar R, Safont VS.","Inorg Chem. 2024 Jan 15;63(2):1000-1009. doi: 10.1021/acs.inorgchem.3c03057. Epub 2024 Jan 3.","Gutiérrez-Blanco M","Inorg Chem","2024","2024/01/04","PMC10792605","","10.1021/acs.inorgchem.3c03057"
"35966874","Selective endothelial removal: A case series of a phase I/II surgical trial with long-term follow up","Liu YC, Soh YQ, Kocaba V, Mehta JS.","Front Med (Lausanne). 2022 Jul 29;9:901187. doi: 10.3389/fmed.2022.901187. eCollection 2022.","Liu YC","Front Med (Lausanne)","2022","2022/08/15","PMC9372295","","10.3389/fmed.2022.901187"
"41666893","Antimuscarinic Toxicity Safely Managed with High-Dose Transdermal Rivastigmine: A Case Report","Watson CJ, Burrill EM, Jaffee WS.","Clin Pract Cases Emerg Med. 2026 Feb;10(1):76-80. doi: 10.5811/cpcem.49089.","Watson CJ","Clin Pract Cases Emerg Med","2026","2026/02/10","PMC12890355","","10.5811/cpcem.49089"
"37363537","Exploring the effects of adiponectin and leptin in correlating obesity with cognitive decline: a systematic review","Tasnim N, Khan N, Gupta A, Neupane P, Mehta A, Shah SA, Dey RC.","Ann Med Surg (Lond). 2023 May 4;85(6):2906-2915. doi: 10.1097/MS9.0000000000000766. eCollection 2023 Jun.","Tasnim N","Ann Med Surg (Lond)","2023","2023/06/26","PMC10289712","","10.1097/MS9.0000000000000766"
"36830868","Association of Serum Omentin-1 Concentration with the Content of Adipose Tissue and Glucose Tolerance in Subjects with Central Obesity","Sperling M, Grzelak T, Pelczyńska M, Bogdański P, Formanowicz D, Czyżewska K.","Biomedicines. 2023 Jan 24;11(2):331. doi: 10.3390/biomedicines11020331.","Sperling M","Biomedicines","2023","2023/02/25","PMC9953609","","10.3390/biomedicines11020331"
"36678858","A Universal Pharmacological-Based List of Drugs with Anticholinergic Activity","Lavrador M, Cabral AC, Veríssimo MT, Fernandez-Llimos F, Figueiredo IV, Castel-Branco MM.","Pharmaceutics. 2023 Jan 10;15(1):230. doi: 10.3390/pharmaceutics15010230.","Lavrador M","Pharmaceutics","2023","2023/01/21","PMC9863833","","10.3390/pharmaceutics15010230"
"42004799","Crown morphology and additional canals in mandibular incisors using cone-beam computed tomography: A geometric morphometric study","Pradeep A, Ojha D, Nair AS, Denny C, Natarajan S, Kini KS, Thomas MS.","J Conserv Dent Endod. 2026 Apr;29(4):446-451. doi: 10.4103/JCDE.JCDE_105_26. Epub 2026 Mar 30.","Pradeep A","J Conserv Dent Endod","2026","2026/04/20","PMC13086402","","10.4103/JCDE.JCDE_105_26"
"39664255","Optimizing Reduction Guide Stability in Osteotomy Using Patient-Specific Instrumentation: A Basic Guideline","Meisterhans M, Zindel C, Sigrist B, Fucentese SF, Vlachopoulos L.","Orthop J Sports Med. 2024 Dec 10;12(12):23259671241275124. doi: 10.1177/23259671241275124. eCollection 2024 Dec.","Meisterhans M","Orthop J Sports Med","2024","2024/12/12","PMC11632856","","10.1177/23259671241275124"
"38676747","Diagnostic utility of 3D MRI sequences in the assessment of central, recess and foraminal stenoses of the spine: a systematic review","Nevalainen MT, Vähä J, Räsänen L, Bode MK.","Skeletal Radiol. 2024 Dec;53(12):2575-2584. doi: 10.1007/s00256-024-04689-1. Epub 2024 Apr 27.","Nevalainen MT","Skeletal Radiol","2024","2024/04/27","PMC11493830","","10.1007/s00256-024-04689-1"
"36277557","Preoperative Forced-Air Warming Strategy: Is It Effective in Averting Intraoperative Hypothermia in Elderly Trauma Surgical Patients?","Chataule SM, Hazarika A, Jain K, Chauhan R, Luthra A, Meena S, Aggarwal S, Sethi S.","Cureus. 2022 Sep 18;14(9):e29305. doi: 10.7759/cureus.29305. eCollection 2022 Sep.","Chataule SM","Cureus","2022","2022/10/24","PMC9579420","","10.7759/cureus.29305"
"35996381","All roads lead to the farmers market?: using network analysis to measure the orientation and central actors in a community food system through a case comparison of Yolo and Sacramento County, California","Fuchs-Chesney J, Raj S, Daruwalla T, Brinkley C.","Agric Human Values. 2023;40(1):157-173. doi: 10.1007/s10460-022-10345-y. Epub 2022 Aug 18.","Fuchs-Chesney J","Agric Human Values","2023","2022/08/23","PMC9386189","","10.1007/s10460-022-10345-y"
"41910601","[Intensive care of elderly patients : Core nursing responsibilities and central care priorities]","Schindele D, Hermes C, Müller-Wolff T.","Med Klin Intensivmed Notfmed. 2026 May;121(4):281-289. doi: 10.1007/s00063-026-01431-8. Epub 2026 Mar 30.","Schindele D","Med Klin Intensivmed Notfmed","2026","2026/03/30","PMC13133203","","10.1007/s00063-026-01431-8"
"41492762","Analgesic Efficacy of Low-Level Laser Therapy for Postoperative Endodontic Pain: A Systematic Review and Meta-Analysis","Bonacina G, Hartmann RC, Gomes MS, Böttcher DE.","Aust Endod J. 2026 Apr;52(1):310-322. doi: 10.1111/aej.70052. Epub 2026 Jan 6.","Bonacina G","Aust Endod J","2026","2026/01/06","PMC13051047","","10.1111/aej.70052"
"38741946","Modulation of gut microbiota with probiotics as a strategy to counteract endogenous and exogenous neurotoxicity","Skalny AV, Aschner M, Gritsenko VA, Martins AC, Tizabi Y, Korobeinikova TV, Paoliello MMB, Tinkov AA.","Adv Neurotoxicol. 2024;11:133-176. doi: 10.1016/bs.ant.2024.02.002. Epub 2024 Mar 21.","Skalny AV","Adv Neurotoxicol","2024","2024/05/14","PMC11090489","NIHMS1980863","10.1016/bs.ant.2024.02.002"
"41439107","Descriptive Epidemiology of Klebsiella spp. Urinary Tract Infections in Central Africa","Mayombo Ngoussou E, Mounioko F, Mundunge M, Mabika Mabika R, Zong Minko O, Ondjiangui LF, Yala JF.","Biomed Res Int. 2025 Dec 21;2025:9558259. doi: 10.1155/bmri/9558259. eCollection 2025.","Mayombo Ngoussou E","Biomed Res Int","2025","2025/12/24","PMC12719611","","10.1155/bmri/9558259"
"22938757","Prevalence of and risk factors for resistance to second-line drugs in people with multidrug-resistant tuberculosis in eight countries: a prospective cohort study","Dalton T, Cegielski P, Akksilp S, Asencios L, Campos Caoili J, Cho SN, Erokhin VV, Ershova J, Gler MT, Kazennyy BY, Kim HJ, Kliiman K, Kurbatova E, Kvasnovsky C, Leimane V, van der Walt M, Via LE, Volchenkov GV, Yagui MA, Kang H; Global PETTS Investigators; Akksilp R, Sitti W, Wattanaamornkiet W, Andreevskaya SN, Chernousova LN, Demikhova OV, Larionova EE, Smirnova TG, Vasilieva IA, Vorobyeva AV, Barry CE 3rd, Cai Y, Shamputa IC, Bayona J, Contreras C, Bonilla C, Jave O, Brand J, Lancaster J, Odendaal R, Chen MP, Diem L, Metchock B, Tan K, Taylor A, Wolfgang M, Cho E, Eum SY, Kwak HK, Lee J, Lee J, Min S, Degtyareva I, Nemtsova ES, Khorosheva T, Kyryanova EV, Egos G, Perez MT, Tupasi T, Hwang SH, Kim CK, Kim SY, Lee HJ, Kuksa L, Norvaisha I, Skenders G, Sture I, Kummik T, Kuznetsova T, Somova T, Levina K, Pariona G, Yale G, Suarez C, Valencia E, Viiklepp P.","Lancet. 2012 Oct 20;380(9851):1406-17. doi: 10.1016/S0140-6736(12)60734-X. Epub 2012 Aug 30.","Dalton T","Lancet","2012","2012/09/04","PMC11019390","NIHMS1984827","10.1016/S0140-6736(12)60734-X"
"37234683","Heart rate variability during slow wave sleep is linked to functional connectivity in the central autonomic network","Kong SDX, Gordon CJ, Hoyos CM, Wassing R, D'Rozario A, Mowszowski L, Ireland C, Palmer JR, Grunstein RR, Shine JM, McKinnon AC, Naismith SL.","Brain Commun. 2023 May 24;5(3):fcad129. doi: 10.1093/braincomms/fcad129. eCollection 2023.","Kong SDX","Brain Commun","2023","2023/05/26","PMC10208252","","10.1093/braincomms/fcad129"
"41367674","Unmet need for biomarkers in chronic cough: a review of current challenges and future directions","Hassan W, Wei F, Chen R, Satia I.","ERJ Open Res. 2025 Dec 1;11(6):00326-2025. doi: 10.1183/23120541.00326-2025. eCollection 2025 Nov.","Hassan W","ERJ Open Res","2025","2025/12/10","PMC12683593","","10.1183/23120541.00326-2025"
"36239193","Tumor necrosis factor (TNF) inhibitors for juvenile idiopathic arthritis-associated uveitis","Renton WD, Jung J, Palestine AG.","Cochrane Database Syst Rev. 2022 Oct 14;10(10):CD013818. doi: 10.1002/14651858.CD013818.pub2.","Renton WD","Cochrane Database Syst Rev","2022","2022/10/14","PMC9562090","","10.1002/14651858.CD013818.pub2"
"38074433","Case review and imaging: Treatment of central venous catheter associated fibrin sheath and chronic thrombus with the ClotTriever system","Tomaszek K, Rahman F.","Radiol Case Rep. 2023 Nov 24;19(2):553-566. doi: 10.1016/j.radcr.2023.10.062. eCollection 2024 Feb.","Tomaszek K","Radiol Case Rep","2023","2023/12/11","PMC10709125","","10.1016/j.radcr.2023.10.062"
"39901112","I tweet, therefore I am: a systematic review on social media use and disorders of the social brain","Yang N, Crespi B.","BMC Psychiatry. 2025 Feb 3;25(1):95. doi: 10.1186/s12888-025-06528-6.","Yang N","BMC Psychiatry","2025","2025/02/03","PMC11792667","","10.1186/s12888-025-06528-6"
"38989354","Outcomes Following the Use of Extracellular Matrix Cartilage Allograft for the Management of Osteochondral Lesions of the Talus: A Systematic Review","Butler J, Hartman H, Dhilllon R, Wingo T, Vargas L, Cole WW 3rd, Montgomery SR, Samsonov AP, Kerkhoffs GM, Kennedy JG.","Cureus. 2024 Jun 10;16(6):e62044. doi: 10.7759/cureus.62044. eCollection 2024 Jun.","Butler J","Cureus","2024","2024/07/11","PMC11235392","","10.7759/cureus.62044"
"39865594","Effectiveness of Adjuvant Chemo- and Radiotherapy in Thymic Carcinoma Stage II: A Systematic Review and Meta-Analysis","Nazzal A, Yayan J, Biancosino C, Tabatabaei SV, Hekmat K.","Cancer Control. 2024 Jan-Dec;31:10732748241292781. doi: 10.1177/10732748241292781.","Nazzal A","Cancer Control","2024","2025/01/27","PMC11503756","","10.1177/10732748241292781"
"38530627","Network analysis used to investigate the interplay among somatic and psychological symptoms in patients with cancer and cancer survivors: a scoping review","Doppenberg-Smit GE, Lamers F, van Linde ME, Braamse AMJ, Sprangers MAG, Beekman ATF, Verheul HMW, Dekker J.","J Cancer Surviv. 2025 Aug;19(4):1198-1211. doi: 10.1007/s11764-024-01543-0. Epub 2024 Mar 26.","Doppenberg-Smit GE","J Cancer Surviv","2025","2024/03/26","PMC12283480","","10.1007/s11764-024-01543-0"
"40995335","Preoperative neuropathic-like pain and central sensitisation are risk factors for chronic pain after total knee arthroplasty: A systematic review and meta-analysis","Gonzalez FF, Barone A, Palaniappan R, Russo R, Gasparini G, Metsavaht L, Chahla J, Familiari F.","Osteoarthr Cartil Open. 2025 Aug 29;7(4):100674. doi: 10.1016/j.ocarto.2025.100674. eCollection 2025 Dec.","Gonzalez FF","Osteoarthr Cartil Open","2025","2025/09/25","PMC12454881","","10.1016/j.ocarto.2025.100674"
"42021830","From Data to Decision: Design and Evaluation of a Patient Safety Dashboard","Mehdibagli M, Safdari R, Mirzaee M.","Med J Islam Repub Iran. 2025 Oct 14;39:132. doi: 10.47176/mjiri.39.132. eCollection 2025.","Mehdibagli M","Med J Islam Repub Iran","2025","2026/04/23","PMC13097191","","10.47176/mjiri.39.132"
"35380733","Acupuncture Therapy as an Evidence-Based Nonpharmacologic Strategy for Comprehensive Acute Pain Care: The Academic Consortium Pain Task Force White Paper Update","Nielsen A, Dusek JA, Taylor-Swanson L, Tick H.","Pain Med. 2022 Aug 31;23(9):1582-1612. doi: 10.1093/pm/pnac056.","Nielsen A","Pain Med","2022","2022/04/05","PMC9434305","","10.1093/pm/pnac056"
"40256621","A Systematic Review of Length of Stay Linked to Hospital-Acquired Falls, Pressure Ulcers, Central Line-Associated Bloodstream Infections, and Surgical Site Infections","Hasan B, Bechenati D, Bethel HM, Cho S, Rajjoub NS, Murad ST, Kabbara Allababidi A, Rajjo TI, Yousufuddin M.","Mayo Clin Proc Innov Qual Outcomes. 2025 Apr 8;9(3):100607. doi: 10.1016/j.mayocpiqo.2025.100607. eCollection 2025 Jun.","Hasan B","Mayo Clin Proc Innov Qual Outcomes","2025","2025/04/21","PMC12008517","","10.1016/j.mayocpiqo.2025.100607"
"37602170","Bilateral interface fluid syndrome and glaucoma progression after laser-assisted in situ keratomileusis","Mansoori T.","Oman J Ophthalmol. 2023 Mar 27;16(2):329-332. doi: 10.4103/ojo.ojo_112_22. eCollection 2023 May-Aug.","Mansoori T","Oman J Ophthalmol","2023","2023/08/21","PMC10433060","","10.4103/ojo.ojo_112_22"
"39699048","Progress of research into microglial mediation of central post-stroke pain","Li YR, Dang ZH, Li SS, Li GY, Cai HB, Lu YW, Xie LL, Li LL, Huang LL, Qin XD, Bu F.","Int J Immunopathol Pharmacol. 2024 Jan-Dec;38:3946320241309220. doi: 10.1177/03946320241309220.","Li YR","Int J Immunopathol Pharmacol","2024","2024/12/19","PMC11660280","","10.1177/03946320241309220"
"41070375","Digital pathology enabling lean management of HER2/neu testing in breast Cancer","Sharma A, Shah P, Ranade M, Pai T, Sahay A, Patil A, Shet T, Gupta H, Chauhan D, Somal P, Sancheti S, Desai S.","J Pathol Inform. 2025 Sep 5;19:100515. doi: 10.1016/j.jpi.2025.100515. eCollection 2025 Nov.","Sharma A","J Pathol Inform","2025","2025/10/10","PMC12505682","","10.1016/j.jpi.2025.100515"
"38896020","Implementation frameworks, strategies and outcomes in optimizing central venous access device practice in paediatrics: A scoping review","Comber ER, Keogh S, Nguyen LN, Byrnes J, Ullman AJ.","J Adv Nurs. 2025 Nov;81(11):7007-7019. doi: 10.1111/jan.16268. Epub 2024 Jun 19.","Comber ER","J Adv Nurs","2025","2024/06/19","PMC12535364","","10.1111/jan.16268"
"41659818","Testing the applicability of Watson's Green Revolution concept in first millennium ce Central Asia","Mir-Makhamad B, Spengler RN 3rd.","Veg Hist Archaeobot. 2026;35(1):143-155. doi: 10.1007/s00334-023-00924-2. Epub 2023 May 12.","Mir-Makhamad B","Veg Hist Archaeobot","2026","2026/02/09","PMC12881048","","10.1007/s00334-023-00924-2"
"38371000","Progressive Strategy for Congenitally Missing Anteriors in Binder Syndrome: A Case Report","Bharti L, Shrivastav S, Kamble RH, Bhargava A.","Cureus. 2024 Jan 17;16(1):e52426. doi: 10.7759/cureus.52426. eCollection 2024 Jan.","Bharti L","Cureus","2024","2024/02/19","PMC10870340","","10.7759/cureus.52426"
"35571422","Efficacy and safety of camrelizumab plus apatinib as second-line treatment for advanced squamous non-small cell lung cancer","Gao G, Zhao J, Ren S, Wang Y, Chen G, Chen J, Gu K, Guo R, Pan Y, Wang Q, Li W, Yang X, Zhou C.","Ann Transl Med. 2022 Apr;10(8):441. doi: 10.21037/atm-21-4792.","Gao G","Ann Transl Med","2022","2022/05/16","PMC9096414","","10.21037/atm-21-4792"
